d (m),0.02999232
nFins,4
deltaFins (deg),0
m (kg),1.58885397
Ixx (kgm2),0.000192309
Iyy (kgm2),0.00986927
Izz (kgm2),0.00986927
Ixy (kgm2),0
Ixz (kgm2),0
Iyz (kgm2),0
